text,rating
rm gs bisa connect hanya cm DECH Jeff CBD sen Edi TB,5
"barang sampai,respon cpt",4
Zeeb mantaffff hahaha,4
Fast and friendly response. Really appreciate it,5
"sesuai dengan gambar dan harga nya.respon bagus,cepat..",4
"makasihh gann barang sudah sampai kurang lebih sehari,, untuk talinya kaya'a kurang bagusss udh itu aja selebihnya mantabbb",4
"produknya bagus , sesuai dengan harga,  kuat sepatunya",5
produk bagus sesuai d gambar,5
"Oke barang sudah sampai, sma seperti di picture. Mkasih",3
Produk hanya diterima sebagian,3
makasih banyak kiriman sepatu nya,5
"mantap, barang bagus.",4
sesuai pict mantaaaaaaappppppppppppppppppppoooo,5
ok sdh di trm dan sesuai dgn deskripsi dan permintaan,5
"terima kasih ya, kualitas lumayan ok,....",4
"produk, tidak sesuai dengan gambar.",2
sepatuu sangat brooooo puasss skliiii,5
biarkan bintang yqng berbicara,5
thank you sist!! barang sudah sampai,4
"sudah di terima ya kak paket,  tapi ukuran nya agak kegedean dikit sayang nya ga ada ukuran 38,,",5
barang sudah smpai terima kasih,3
barang cepat tiba dan sesuai pemesanan. Terima kasih,4
barang sudah sampai.terimakasih,4
fast respon recomend seller,5
bagus dan kualitasnya ok bngt..,3
mksh ya sudah sampai,5
makasih gan kiriman dah sampk dengan baik dan rapi suks sllu yaaaa.....,5
"Cool. Tp di ksh keterangan aja kk ""Replika Handmade"" ye.. hehe. Thanks",4
"kualitas barang bagus, pengiriman standar",5
"ok mksh ada wa nggak, buat dropsip biar cepet komunikasi nya,no 41 ada nggak",5
"barang oke,pengiriman cepat,tingkatin gan",5
produj sesuai gambar..kualitas lmyan bagus..mksh kakk..,4
sesuai harganya..  mksh..  barang sudah diterima,4
Sudah sampai hatur nuhun gan mantap,5
"pengiriman delay, driver gojek gak kooperatif",3
not bad lah.......................,4
mantaaaaappppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,5
titipan.........semoga yg pesen puas.......,5
lumayanlah sesuai dengan harga,4
"Nice Barang nya, Sesuai dengan Harga lah",4
"bagus,............
fast respon",5
"Barang bagus 

Sesuai pesanan tq",4
bagussssss terima kasihhhhhhhhhh,4
"ada harga ada rupa...
fast respons...",3
"thanks, barang sampai cepat",5
bagus sepatu nya sis.mksih iya sis,5
sama seperti pic......terima kasih pengiriman cepet.,4
"Psen yg full black,  dtang yg htam putih,  tp ok lah",5
"Yg dteng hitam putih,  pdhal psen full black,  tp its ok lah",5
brngnya dah sampai...lebih lama dari yg biasanya by gosend biasanya paling telat 4 jam..ini jam 8.20 byr jam 15.45 sampainya...barangnya bagus walau ada lemnya sedikit terbuka..tpi smuanya bgs...sesuai hargalah..,3
"Produk sesuai dengan deskripsi, ringan dan nyaman dipakai. thx",4
terima kasih aja. proses lama,2
"respon cepat, hari ini order, hari ini jg sampai",4
produk dan kualitas tdk mengecewakan hanya gojek nya yg lelet thx......................,5
"barang cepet sampe... sama kaya di foto, cuma agak beda dikit. tapi tetep puas...",4
sangat bagus sesuai dengan pic,5
sepatu nya bagus persis sama yg di fto,5
"barang sudah sampai thanks, sesuai dgn gambar",3
Terimakasih pesanan sudah diterima dengan baik.,4
sdh sampe ke cust....terima kasih,4
"Lumayan buat hang out,,, gaya gak harus mahal...",4
trimakasih ya... aq pesan pakai wahan langsung diganti pakai jne coz padat ya... trimakasih banyak...,5
"pengirimannya lama, tapi produk nya bagus",4
mantap fast respon barang rapih sioppppppoo,5
"barang udh yampe dengan selamat
untuk harga segini mantap lahh saya suka",4
"Barangnya untuk harga segini okelaah, packing rapih juga, overall oke, thank you :)",5
"barang sudah sampe, dan sudah saya terima, mksh",4
"tanks gan,
paketnya udah nyampe,, 
manntttaap",3
"barang sudah sampai dengan selamat dan barang bagus sesuai harga
lumayanlah
semoga bermanfaat buat saya 
dan agan makin sukses
salam sukses gan",4
barang bagusss ga nyesel nih mah,5
"barang ssuai dgn dgmbr, tapi ukuran 42 ny kcilan",4
bagus..barang sudah sampai..................,4
setimpal l. puas dengan barang nye,5
tks.............................,4
sepatunya keren bagus saya suka,4
barangnya sesuai harga terimakasih,4
trims gan barang sudah sampe sangat bagus,3
brg uda nyampe gan....trims brg sesuai dgn gambar,5
pesanan saya yg kedua sampai sekarang blm sampai (sekitar seminggu lebih),4
"pengiriman baik, sepatu nyaman gak kaya kw2 , lem bagus (y)",4
barang sesuai dengan harga. recommend,3
thank gan..cocok deh ama sepatu nya,5
barang sesuai gambar..pelayanan cepat n baik..,4
pelayanan mohon ditingkatkan.,4
"Sepatunya sudah sampai, pelayanan dari penjual juga ramah, makasih :)",4
"barang sdah diterima... alhasil puas bnget!!!
thanks",5
Connector 3 nya dan besi ada yg kurang.. Tapi yasudahlah.. Untuk motif sy suka dan lumayan kokoh rangkanya..,3
"mantap,, unitnya krennn . minimalis,,, nuhun gan....",5
Product sesuai dengan yg dipesan,5
Kualitas sesuai harga...ok lah,4
"Produk bagus, lengkap, dan cpt bgt nyampenya, tepat waktu, fast respon shop owner nya, recomended bgttttt",5
ak pakai untuk pajang tas kurang kuat ...ini sepertinya tdk bs untuk yg berat2...🙏,4
"Ya bagus sih kondisi barangnya, cuma ga lengkap aja, small layer nya kurang 1, hiks",4
"Produk bagus sesuai gambar meski ada yg kurang diawal pengiriman, penjual langsung mengirimkan kekurangannya.
Mantap ..... memuaskan",5
Fast response Fast shipping Recomended Seller,5
Recomeeeeeeeend banget thanks,5
"Produk sdh ditrima, trima kasih",5
"Produk bagus,kualitas sesuai dengan harga 👍",5
Mantap.. pengiriman cepat,5
Kakanya sangat responsive terima kasih banyak,5
Terima kasih barangnya SDH datang,5
"Mantapss,cuma butuh perjuangan ngerakitnya",4
Servisncepat n mantap produk asli berkualitas,5
Pengiriman cepat...thx seller,5
"Kwalitas barang ok, tapi terlanjur kecewa, sm respon dan tanggung jawab penjual, order pake paket yes, tp malah dikirim regular,",5
"Barang sesuai ekspektasi, merakitnya mudah dan plastik cukup kuat. Tidak ada masalah dalam pengiriman, barang sampai dengan selamat :)",5
Good sesuai harganya 👍🏻 mungkin lebih ditingkatkan lagi cara packingnya krn packing ujung kertas sobek. Overal okk👍🏻,5
"Kemas paket nya kurang aman,tutup nya ada yg patah 1 
Tapi respon cepat 👍",4
Pesan 3..patah 2 .. packing kurang aman,2
"Seller ok. Packing rapi dan pengiriman cepat. Ga ada masalah. Cuman produknya kurang sesuai ekspektasi, dindingnya kurang kokoh terlalu lentur, pemasangan kurang simple. Thanks btw",2
barang bagus simple respon cepet lagi,5
"Bahan box ternyata lembek &amp; setelah dipasang , kegeser sdkt aja dah copot n lepas dr tutupnya ,. Jd nya ga rapi n ribet",3
Produk bagus... mudah rakitnya... good respon and fast delivery... recommanded banget,5
Berfungsi dengan baik....,5
"Seller fast response, pengiriman cepat, product sesuai deskripsi, semoga awet, buat kado ponakan semoga suka😁",5
Berfungsi dengan baik kualitas okey,5
"barang diterima dgn aman, penjual juga ramah",5
"sesuai gambar, respon cepat",5
"Penjual ramah, barang sesuai deskripsi dan pelayanan cepat. TOP...",5
Mantap cepat sampai packing rapi recommended seller,5
Terima kasih udah sampai 😊,5
Brang berfungsi dengan baik,5
Sesuai hargaaaaaa....,3
Good... bisa berfungsi... anak q suka bgtt,5
"Seller fast response, produk asli berkualitas.. terima kasih",5
Good............... .......,5
"Sesuai pesanan, recomended",5
Puaspuaspuaspuaspuas,5
Tq sis brg berfungsi baik.. respon dan pengiriman jg cpt 👍🏻👍🏻,5
Sebenernya sih kualitas barang ok..kecepatan pengirimah ok banget..sayang seller kurang teliti..minta warna selain pink malah di kirim pink...di inbox bisa minta retur cm jawab tanya ke packingnya...sedikit kecewa,5
"Okk banget, sampe nya cepet &amp; penjualnya ramah info😉😉",5
Bagussssssssssssssssss,5
Barangnya cepat sampai dan berfungsi dengan baik. Trims.,5
"Seller fast respon bgt, setiap nanya2 selalu ditanggepi dengan baik. Pengiriman juga gercep bgt. Kondisi barang juga oke. Aman.. Recommended deh👍",5
"best quality, best price, best shipment speed",5
respond super cepat dan barang original.,5
Terimakasih tokopedia 👍,5
"Barang cepat sekali sampenya malem kamis order jum&#39;at sampe , sesuai gambar 👍👍👍👍👍👍👍",5
"barang sesuai pesanan, trims",5
pecah lcd tp sudah diganti uang...tkms responnya,3
Product sesuaii dan pengiriman cepatt! Thank you!,5
"Alfalinknya kecil,imut2",5
sesuai deskripsi.....................,5
Ada beberapa tombol yang rusak,3
Fast respons..pesan pagi sore sudah datang...tq,5
Barang agak kecil tapi bagus cepet sanpai,3
ntap gan bantuannya.... thanks,5
Barang sudah sampai dengan selamat.,4
pesan  2 jam yg lalu langsung sampai..thanks,5
terimakasih barang pesanan sudah sampai,5
Pelayanan cepat 👌👌👌,5
Barang telah diterima kondisi baik.. Terimakasih senang bertransaksi dgn selernya juga tokopedia.. Sukses selalu.,5
"Thanks, sudah sampai dengan selamat",5
Barang sesuai gambar reseller fast respon cocok lah buat langganan 😊,4
"barang sesuai pesanan, fast respon",5
oke...................................,5
Bagus sekali.di bungkus rapih,5
Barang sesuai deskripsi. Makasih gan...,4
Barang sdh diterima sesuai pesanan,5
Biar bintang yg bicara mantap gan jos,5
Fast responnnn...mantabbbbb,5
makasih kak pengiriman cepet packing rapi barang ok sesuai pesanan,5
barang ok.. respon ok.. cuman terjadi keterlambatan pengiriman..diluar expectasi.. padahal via gojeg sameday.. barang dibutuhkan cito tp sampainya 3 hr,3
terimakasih barang sudah sampai dan sesuai dengan yg ada pic..seller juga fast response saat ditanya..,4
"Prosesnya cepet, good job",5
alhamdulillah sudah sampai tujuan,5
good.... good.... good.... good.... good....,5
baaaaraaaannnnggg maaaannnnttttaaapp!!!,4
"kualitas dan layanan baik, terima kasih",5
pesennya siang jam stgh 2. awalnya mikir bakalan nyampe besok krn udah malem banget. Alhamdulillah bisa sampai malem ini jam 9,4
Barang sudah di terima...makasih....,4
"Packinng baik, Pengiriman sesuai harapan 1 hari , kualitas barang baik 
sukses buat Omega Electronic",5
"Fast respon.. sip, mantaz Gan, recomended..",5
"Kalo ada bintang 6 mau kasih bintang 6 sbnr ny  seller bnr2 responsif bgd, krna sbnr ny ada drama sedikit sblm barang ini akhr nya smp dan meluncur dgn aman sentosa .. pengiriman kilat, begitu order lgsg dikirim hari itu jg .. thank you yaa, kapan2 pasti order lg ..",5
"respon n proses lumayan cpat,,,,,  packing rapi barang sampai dg kondisi aman.  

thanks",4
bagus terima kasih sangat membantu buat belajar,5
Order untuk kesekian kalinya dan biarlah bintang yang berbicara,5
"barang sudah diterima,,,,terima kasih.....",4
bagus bangatttt5ttytttt5....................................,5
"Bagus untuk produknya, tapi sangat disayangkan untuk system pengiriman di Go Send trouble, sehingga barang yg diperkirakan tiba jam 13.54, jam 20.10 ternyata tibanya, Sehingga utk keseluruhan tentunya agak mengecewakan",5
"mantappp gann, cepatt sampaiii, T E R P E R C A Y A",5
respon seler cepat dan memuaskan,3
barang nya sesuai gambar. dikirim nya juga cepet cuma 1jam udh sampai,5
baguus sesuai gambar,5
bagus sesuai dengan yang diharapkan,4
trimstrimstrimstrimstrimstrimstrimstrimstrims,1
barang sudah sampai...bagus...imut2,4
makasih ya alfalinknya sudah sampai...,4
Barang bagus datang tepat waktu,5
"MANTAP SEKALI INI TOKO, SEKARANG PESAN BESOK SAMPAI",5
"mantap,,,,,,,,mf agak lama konfirmasinya paket internet habiss,,brng bguss",5
gooooo9oooooooooooooooooood jobbbnnnnnnnnbb,4
ok tepat waktuuuuuuuuuuuuuuuuuu,5
mantaapp mungil mudah disimpan,5
barang bagus walaupun saya malah yang bingung pake nya...wkwkwk soalnya mo dimksh anak yg masih kelas 2 SD jd bingung jelasinnya..hehehe..mantap gan,5
Okeeeeeeeeeeeeeeeeeeeeeee eeeeeeeeeee,5
"puas dah, batang cepet sampainya",5
thanks sis.... cepet banget pake gojek.,5
bagus diterima dengan baik..........,5
Biar bintang yang bicara. Paket lengkap dengan kwitansi pembelian... Thanks a lot Gaaan.... Mantaaap,5
....................;) ::) :)...................,4
"Bagus, ada garansinya. Thanks.",5
"MANTAP BRROOOO, RECOMENDED SELLER, SIAPIN STOK YAA, NANTI ORDER LAGI, TRIMS",5
mantap respon dan pelayanan sangat cepat,5
"Barang berfungsi dengan baik
makasih gan",4
Sesuai Pesanan... thanks......................,5
Barang sudah diterima dengan baik dan benar,5
cepet banget sampenya thanks ya. gak nyangka. hehe.,3
"bagus gan, sesuai sama gambar dan deskripsi, penjual juga ramah dan fast respon. thanks",5
barang sudah diterima... thanks gan,5
"Baguss sesuai dengan keinginan ,, fast respon",4
barang sudah diterima. pengiriman cepat. terima kasih,3
"brg udh dtg #pontianak dgn slmat gan, mksih..",5
trims gan brg sdh sampai.... maaf tlat kasi feedback. soalnya jringan tdk bgus. pengiriman cepat dan memuaskan. trims,5
"Barang cepat sampai.
Kualitas bagus.
sukses selalu.
tq banget.",5
"Fast Respon, pengiriman super cepat, ATC stengah 2, jam 3 barang sudah sampai. .

Oke bgt. .
Biar bintang yg bicara. .
Thanks gan. .",5
"barang dah sampai ya..................
.........................",5
pengiriman cepat. barang bagus sesuai,4
fast response seller.....top........,5
barang oke....pelayanan primaaaaaaaaaa,3
terimakasih barang nya memuaskan alhamdulillah,5
"cepet banget kmrn baru transfer, sampe tadi pagi.",5
Terimaaa kasiiihhh pesanan dtg disaat yg tepat,5
Recommended Seller buat agan ini. Barang cepet banget sampenya. kualitas mantap. sukses gan,5
paket dh sampe . good packing................,5
Thanks...............................,5
terima kasih sudah sampe kamusnya.. seller recomended,5
ko ga ada contoh conversationnya?,4
pelayanan mantap dan melayani komplain dg baik,5
terima kasih ..................,5
paketnya sudah sampai tepat waktu. packingnya rapi. fast respon juga waktu nanya2.. trima kasihh,5
terima kasih barang sudah sampai tujuan,5
sesuai gambar.........................,4
Bagus!!!! Berguna banget!!! Dan cepat sampainya,4
"Nice. Pacingnya rapi, respon cepat, barang juga cepat sampai :)",5
barang cepet dikirim .. gk nunggu lama...hari ini tranfer besok dh nyampe.,4
terimakasih barang udah saya terima...,5
"Barang sudah sampai dengan selamat karena packingnya rapih sekali. Semua berjaian baik. Tapi sayang, warna tidak sesuai dengan gambar.. :( Mungkin aku yang salah lihat.. Terimakasih..",5
barang bagus recomended seler bagusssssssssss,5
barang sudah di terima dengan baik packing rapi fast respon recomded seller,5
"Barangnya Ok gan,, terima kasih",4
"Top product ,sekali semprot langsung bersih.",5
"kiriman cepat, cuma nunggu 1 hari",4
Barang sudah diterima karyawan saya semua thanks gan atas bantuannya Recomended,5
Sempat beberapa kali muncul keterangan baterai ingin habis. Namun pelayanannya juga bagus dalam memperhatikan keluhan pelanggannya.,5
Respon cepat dan produk sesuai dengan deskripsi,5
Pengiriman cepat namun ada goresan di layar,4
Terima kasih pesanan sudah sampai,4
Baik. Barang bagus. Pixel layar memang sedikit blur.,5
Batu nya sudah mau habis kedip krdip harus ganti baru lagi baru lancar,4
Baguuuuuuuuussssssssssss,5
"Thanks, barang ok packingny ok. Recommended! 🤙",5
"Paket telah diterima dengan sangat Baik, pengirimannya cepat, terimakasih...",5
Warna y putih gk biru....tapi gk pa pa God  jop,5
Pengiriman cepat 👍👍👍 thx gan,5
"Barang bagus tapi kenapa battery-nya sdh langsung mau habis yah....
😲😲😲",5
Barang sudah diterima tp nota yg saya minta ga diberikan,5
"Brg cepat sampai, sesuai pesanan &amp; berfungsi dgn baik, thx.",5
"Brg sesuai pesanan &amp; berfungsi dgn baik, thx..",5
"Alfalink nya berfungsi dengan baik.
Lengkap, packing bagus, proses cepat.
Respon penjual baik Dan cepat.
Thanks seller.",5
Mantap keren bagus berkualitas,5
Barang sesuai deskripsi fast respon pengiriman cepat dan penjual ramah,5
"Trims,....pengiriman barangnya sudah diterima  dengan cepat.",5
produk bagus. Fast respon jugaa,5
"terima kasih barang sudah diterima dan cepat ,cuma sayang sekali tampilan layarnya agak kurang jelas",4
"Paket tiba di tujuan kmrn. Maaf baru kasih Review. 🙏 Overall, oke. Baik deskripsi, gambar dan original sudah sesuai. 👍",5
Barang dah nyampe. Cepet ya. Trimakasih,5
"Gojek nya baik sekali... 
terimakasih pelayanannya sangat cepat",5
Baik sesuai pesanan tks,4
barang cepat sampai....sesuai deskripsi....mantap,4
"respon cepat, barang sesuai",4
barang sudah diterima. sayang dusnya agak penyok saat sampai.  terima kasih.,5
"Thanks gan pesanan sdh sampai, rekomended seller",5
"Pesanan sudah sampai gan, respon sangat cepat. Rekomended seller",5
"Thanks gan pesanan sdh diterima, packingnya sangat rapih, rekomended seller",5
"fast respon, barang bagus, maaf ya gan telat konfirmasinya,",5
Paket dah nyampe dengan selamat....,5
"Good item,..thanks Gan, pengiriman dan respon cepat sekali..",5
Thanks gan pesanan sdh diterima,5
"Fast respon, sesuai diskripsi, tks",5
tanks..................................,5
thanks gan..pesanan sdh diterima...,5
"akhirnya sudah diterima gan, meski hrus ambil sendiri ke counter, mkasih banyak atas bntuan n follow up ny",5
Ternyata kecil ya barangnya saya ga merhatiin ukurannya,4
"oh ya masalah terangnya bisa diatur pake contrast, thank you ganz! :D okedeh perfect banget ini barangnya. Alfalink series paling komplit, dan belanja di lapak agan ini harganya paling hemat, plus pengiriman juga cepat :D thank you dan sukses selalu gan!",5
terimakasih kak sudah sampai yaaa :),5
"Barangnya bagus, bikin anak2 tambah semangat belajar bhs inggris",5
"Thx gan barangnya sdh kutrima, ternyata ada pilihan warnanya ya? kirain sesuai foto : biru. Aku dapat yg gold. Anyway thx ya...",5
"Pelayanan cepet, sellernya ramah bgt nanggepin cust. Overall good, semua berfungsi, aman jg packingnya dpt kwitansi pula. Thank u yaa gan.. Sukses selaluuuuu!",5
"Bagus pelayanannya, barang ok.",5
Mantaaaaaaaaaaaaap........,3
mantapp toolsetnnya. sangat praktis dan bermanfaat,5
Produk oke...........,4
Ternyata besar ya barangnya. Jdnya ga kepake. Tp respon dan pengiriman bagus.. sukses terus ya,3
"Bagus,brg sesuai pesanan,respon cepat",5
"bagus, brg mantap, sesuai pesanan",5
"Barang OK, sesuai deskripsi..",4
akhirnya sampai jg. terima kasih,4
barangnya bagus... proses n pengiriman cepat... thanks!,3
Barang sudah diterima dan sesuai dengan deskripsi produk. trims,5
"Paket sudah diterima dgn baik, terimakasih..",5
"Kak.... kmrn pas baru sampai ada tulisan batre hbs, tp msh bisa dpke.... tp ini kok dpencet on off malah muncul angka 54 dan gak bisa diapa2in lg, ada garansi gmn cara klaimnya kak?",3
Respon cepat barang cepat sampai.. Rekomen seller..,5
Bagus packing aman. Trims,5
Produk ori dan bagus. Recommended,5
"Produknya sesuai deskripsi, proses cepat, tapi baterainya habis.",5
"Barang sesuai,top respon cepat",5
barang ok.......... penjual dan packingnya ok buangett..........,5
"Barang sesuai gambar,barang cepat sampai",5
Mantaaaaappp............,5
Sory bru bisa konfir hp saya baru hilang,5
Mantap gan fast respon,5
biar bintang yang berbicara,5
barang sesuai pesanan . thx gan .....,5
okeeee.................,4
mantap..............................,5
Pesanan sudah sampai tujuan...respon & proses cepat...semoga bermanfaat & awet slalu....tks,4
"barang sudah diterima dalam keadaan baik, thanks gan",4
Good job.. Seller fast respon.. (11/01/2017),4
Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz,5
"sudah diterima paketnya, terimakasih.",5
barang oke dan cepat sampai. sukses selalu gan,5
"Barang bagus, kiriman cepat",5
"Fast respon seller, Fast Delivery, Good Product, Recommended Seller, Thanx a lot.",5
bagus rekomendet buat produknya,5
"Mksh psnan dah sampe,dah dicoba bagus...",4
"sesuai order, mau saya coba, thx gan",5
pengiriman SUPER CEPAT .. barang MANTAP.. REKOMENDED SELLER,5
barang bagus packing rapi dan kirimnya cepat,5
"respon super bagus, barang sudah diterima gan, terima kasih banyak..... sukses selalu",5
"mantaf,. langsung test.. residu hilang
kiriman agak lambat soalnya minta yes, ternyata Yakin Esok 2 hari Sampai. 
ov",4
thanks..... .................................,4
"pengiriman cepat, paking ok dan produk bagus....terima kasih mini hardware.",5
"mungkin karna lokasi dekat, pengiriman pesanan cukup cepat.",3
"sesuai deskripsi, packing aman",4
*************************,5
Okkkkkkkkkkkssssssssss,5
Produk sesuai..packing rapih,5
"Barang telah tiba. Lengkap, Mantul &amp; Recsel",5
Barang sudah di terima sesuai pesanan,4
Barang bagus sesuai pesanan mantab gan trims,5
"Sudah sampai , BELUM DO COBA semoga bisa jadi Reseler yaa",5
"Sangat murah, sesuai deskripsi",5
Barang sudah diterima dengan baik,5
"Yaah untuk harga 10ribuan lumayan laah, terjangkau.. mudah2an aweet",4
Sesuai deskripsi dan ori,5
"barang sudah sampe dengan selamat, proses cepat, sesuai gambar.. trims",5
Muantapppppppppppppp,4
"pengiriman cepat, barang sesuai deskripsi, parfum special wd 40",5
"Barang sesuai gambar , mudah mudahan bagus",5
Packing mantap.. Pengiriman cepat,5
"barang sesuai dengan deskripsi, proses pengiriman cepat. thanks.",5
"Fast respon, recomended",5
sesuai deskripsi produknya,5
**********************************************,5
Sip..............................,5
Sipp.. barang sudah sampai.. thanks..,5
Good and fast respon,3
"SIP sesuai pesanan
Thanks gan...",5
"Seperti biasa, selalu yang terbaik dari agan ini!",5
"barang sudah sampe,,,,,,barang sesuai deskripsi,,,,recomended seller,,,,",5
Barang telah diterima dengan selamat. Mantaaab gan...,5
barang diterima dalam kondisi bagus thanks,5
Produk yang dikirimkan sesuai dnegan yang dipesan. Terima kasih.,5
Sesuai pesanan dan kondisi barang sesuai.,5
Thanks...............,5
"Respon cepat,barang sesuai penjelasan...",5
Sesuai pesanan dan gambar,5
paket sudah sampai. kualitas dan akurasi sangat bagus. trims.,5
trimakasih gan.. barang sudah sampai..,5
sudah di trima gan.. trimakasaih. sesuai harapan .,5
barang telah diterima dengan baik. recomended bagi yg memerlukan.,5
"barang sesuai, recomended seller",4
Sip mantap... Trims atas pelayanan & packing yg baik... Barangnya baik... Kapan2 mo pesan yg besar... trims...,5
"mantapppp,,,respon cepat,,,barang sesuai",5
barang sesuai dengan pesanan & di packing dengan baik,4
Barang udah nyampe. Ntar saya pesan 2 buah lagi ya....,5
Sudah diterima Rak Elektroniknya. Trims ya Gan,4
terima kasih pak barang sampai dengan selamat kwalitas oke!!!,5
"Pengiriman cepat dan aman, thank you",5
Packing rapi cepat sampai responsif pokoknya ok,5
Respond cepat dan very helpful... thanks agan,5
Mantaaaps barangnya...thanks bgt gan...du bandung susah cari ini,5
terimakasih barang udah nyampe gan,5
Barang sesuai dengan yg ada di iklan,5
Sesuai dan teruji memang memuaskan. Trims,5
Barang cepst sampe dan paking bsgus,5
Barang di kirim sesuai pesanan,5
Cairannya dapat dipakai utk bersihkan sirkuit agau alat listrik karena dalam beberapa saat menguap dan kering.,5
bagus...............................,4
"Barang sesuai, untuk fungsi dan kualitas masih blm diuji. Mudah2an tidak mengecewakan karna sudah nama besar WD40",5
Mantap barang tiba dengan packing rapi... Good joob,5
"RESPON CEPAT, HARGA HEMAT. MANTAP",5
Barang sudah nyampai rapi.aman..trimakasih,4
"barang diterima dlm keadaan baik, packing rapih, sesuai sama foto. makasih gan!",5
"Mantab gan, packing rapi, barang aman",5
Trima kasih bosqu barang sudah sampai,5
Barang dikirim sesuai pesanan,5
Gooooooooooooooooooooooooooddddddddd,5
Makasih.....🤗🤗🤗🤗🤗🤗,4
"Produk bekerja dgn baik, recommended!!!",5
produk baik .dan bagus..,5
"Puas deh, bagus barangnya",5
"Bagus, cepat sampai, sesuai",4
Mantap mksh yaaa warnanya bagus lucu dpt sarungnya jugaa😍mksh yaa☺️,5
Mantap betullllllllll,5
BRG sudah diterima ok terima kasih,5
Lumayan cepet sampe barangnya.,5
Bintang yang berbicara ...,5
"Respon cepat, barang ok, recommended seller 👍🏻👍🏻👍🏻",5
Barang bgus...sesuai..packingan jga sdah lumayan...rekomed...,5
baguss... sesuai pesanan... makasih yaaa,5
"Awalnya ragu beli disini tapi pas barangnya sampe memang bagus, kemasan rapih, harga murah banget, barangnya sama aja kalo beli di Gram**** ternyata. Gak nyesel.",5
Kereeeeeeeeen .. sesuai ko,4
"reapon cepat, kualitas lumayan.",4
sangat puas. recomended pokoknya,5
Thanks barang sudah sampai.,5
Pengiriman cepat respon juga cepat,5
bagusss sekali dan hrga terjangkau,5
"Fast respon, barang asli dan bagus, semoga awet",5
..................thanks sis.......................,5
"pengiriman cepat, Dan packing rapid
recommended seller... terimakasih",5
Seller nya Ramah dan Fast Respond.. mudah mudahan barangnya awet. Terima Kasih :),5
produk bagus sesuai dan murah terjangkau,5
makasih gan..barangnya nyampe dengan selamat......,4
lupakan saja masalah promo......terima kasih banyak,5
barang bagus semoga bisa laku di jua.l bisa minta tolong pengiriman lewat pos,5
"barang sudah diterima,,, pengiriman cepat,, nice seller,,",4
barang sudah saya terima makasih gan wkekekeke mantap,5
"wohoho.. bagus,kualitas bagoooosss bingit..
paking rapi, cepet nyampe..
gokil gokil gokil",5
"barang sudah diterima belum dicoba, makasih",5
Thanks gan pesanan sdh sampai...,5
bagus. respon dan pengirimannya juga cepat. terima kasih ya. :),5
sesuaaaaiii.. thank u saya suka..,4
barang sudah sampai. terimakasih...,5
dengan harga ugal bersaing barangnya oke teman...,5
siiiiiiiiiiiiiiip....................besok order lagi...............,4
"Barang baik, sesuai dengan pesanan. Terima kasih",4
"pas warna pink. tidak mengecewakan. thanks, ya.",5
good response...quick delivery,4
"barang cepat sampai.
kualitas bagus.
sukses selalu.
tq banget",5
fast response seller....top...........,5
barangnya Bagus kualitas ok.. packing rapih thanks kk,5
Thanks gan... Pesanan sdh diterima customer,5
mantap barangnya ......................................,5
"barang udah nympe, ,,,,,,,,,,,,,,,",4
Barangnya bagus.. sampainya cepat,4
sampai dengan cepat. no tipu tipu. recommended.,5
mantaaaappp gan! recommended seller :) ;),5
"Unit sudah sampai dan bekerja dengan baik! Seller Fast Response, dan kebetulan kurirnya lagi cepat. Recommended Seller and recommended calculator for your engineering studies!",5
Product arrived in a timely manner. Very good service from the vendor. I appreciated the prompt feedback via the chat.,5
"The product matches the one advertised. Great seller, quick response and really polite. The calculator arrived 1 day after I ordered it.",5
Makasih bro barang nya sudah datang,5
sesuai. tepat waktu. terpercaya. terima kasih :),5
Barang baru sesuai dengan pesanan,5
"Produk sesuai dengan deskripsi. Bungkusan kiriman nya juga sangat bagus dan barang sampai dalam 2 hari, lebih cepat dari ekspektasi. Sangat memuaskan.",5
BARANG DALAM KEADAAN BAIK . PEMBUNGKUSANNYA JUGA SANGAT BAIK. TERIMA KASIH,5
"bagus, sudah kaya komputer mini saja... tapi belum tau cara pakai nya....",5
Trims barang sesuai pesanan,5
Excellent....................................,4
"Warna sesuai dengan permintaan, produk berkerja dengan baik, paket rapih dan cepat",5
Terimakasih....pesanan sdh sampai dan langsung dipakai ....,5
"Produk oke, sesuai harapan",5
Cepat dan barang sesuai ... thanks,5
Siippppp .............        ..,4
"Sesuai pesanan ,dan cepat sampai... Trimakasih",5
keren gan. makasi gan. bagus nih,5
Nice! recommended seller,5
Sangat bai pelayanannya barang sesuai best seller..,5
Produk berfungsi dan kemasan aman,4
pesan kemarin hari ini dah sampai cepat sekaliii barang oke packing rapi pake bubble wrap lg recomended seller makasih...,5
Bagus mantap fast respont recomended seller,5
Mantab recomended shop,5
"maksih kerjasama kak,, ditunggu diskonnya yg sering aktif order hehe",5
Good.........................,4
Barang bagus cepat jga kirimnya,4
"Kalkulator sdh sampe. Tp blm dicoba.
Mdh&#34;an cocok n awet. Terima kasih",5
Produk yg di kirim sesuai dg yg di gambar,5
